CHR,POS1,POS2,PHENE,PHENE_CATEGORY,SINGLE_GENE_TRAIT_OR_DISORDER,DISEASE_RELATED,GENE_SYMBOL,GENE_DESCRIPTION,PHENE_URL,GENE_DETAILS_URL,BREEDS
,,,"Adaptation, environment, generic",Normal phene,unknown,no,,,https://www.omia.org/OMIA002637/9823/,,
,,,Bullous pemphigoid,Integument (skin) phene,unknown,yes,,,https://www.omia.org/OMIA001183/9823/,,
,,,Body weight,Growth / size / body region phene,unknown,no,,,https://www.omia.org/OMIA002077/9823/,,
,,,"Coat colour, generic",Pigmentation phene,yes,no,,,https://www.omia.org/OMIA000200/9823/,,
,,,Lordosis,Skeleton phene (incl. short stature & teeth),unknown,unknown,,,https://www.omia.org/OMIA001924/9823/,,
1,209745141,209725698,"Coat colour, brown, TYRP1-related",Pigmentation phene,yes,no,TYRP1,tyrosinase-related protein 1,https://www.omia.org/OMIA001249/9823/,https://www.omia.org/gene3523195/,"VBO_0012749, VBO_0012856, VBO_0012864, VBO_0012865"
8,41402334,41492306,"Coat colour, dominant white",Pigmentation phene,yes,no,KIT,v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog,https://www.omia.org/OMIA000209/9823/,https://www.omia.org/gene40199426/,
1,272935316,272912239,"N-acetyl-galactosamine, reduced intestinal concentration",Digestive / alimentary phene,yes,unknown,ABO,,https://www.omia.org/OMIA002594/9823/,https://www.omia.org/gene398298791/,
,,,Monobrachia,Limbs / fins / digit / tail phene,unknown,yes,,,https://www.omia.org/OMIA000657/9823/,,
,,,Dermatosis vegetans,Integument (skin) phene,unknown,yes,,,https://www.omia.org/OMIA000271/9823/,,VBO_0001161
,,,Hydrodorsal,Embryo phene,unknown,yes,,,https://www.omia.org/OMIA000491/9823/,,
,,,"Pelvic organ prolapse, susceptibility to",Reproductive system phene,no,yes,,,https://www.omia.org/OMIA002581/9823/,,
,,,Asymmetric hindquarter syndrome,Muscle phene,unknown,yes,,,https://www.omia.org/OMIA000076/9823/,,
,,,Metabolic syndrome,Endocrine / exocrine gland phene (incl mammary gland),unknown,yes,,,https://www.omia.org/OMIA001898/9823/,,
,,,"Osteochondromatosis, generic",Skeleton phene (incl. short stature & teeth),unknown,yes,,,https://www.omia.org/OMIA002555/9823/,,
,,,"Respiratory disease, susceptibility/resistance to",Immune system phene,no,yes,,,https://www.omia.org/OMIA002411/9823/,,
,,,Osteochondrosis,Skeleton phene (incl. short stature & teeth),unknown,yes,,,https://www.omia.org/OMIA000750/9823/,,
,,,Syndactyly,Skeleton phene (incl. short stature & teeth),yes,no,,,https://www.omia.org/OMIA000963/9823/,,"VBO_0012556, VBO_0013230, VBO_0012726"
5,64516627,64655938,"Von Willebrand disease, generic",Haematopoietic system phene,yes,yes,VWF,von Willebrand factor,https://www.omia.org/OMIA001056/9823/,https://www.omia.org/gene388197741/,
13,51177356,51422096,"Waardenburg syndrome, type 2A",Pigmentation phene,yes,yes,MITF,microphthalmia-associated transcription factor,https://www.omia.org/OMIA001401/9823/,https://www.omia.org/gene285853756/,VBO_0012835
,,,Epidermal hyperplasia,Integument (skin) phene,unknown,unknown,,,https://www.omia.org/OMIA002482/9823/,,VBO_0012871
,,,"Hernia, umbilical",Growth / size / body region phene,no,yes,,,https://www.omia.org/OMIA000465/9823/,,
18,6941530,6902540,Myotonia,Muscle phene,yes,yes,CLCN1,"chloride channel, voltage-sensitive 1",https://www.omia.org/OMIA000698/9823/,https://www.omia.org/gene389260520/,
12,3485166,3590325,"Sperm flagella defect, DNAH17-related",Reproductive system phene,yes,yes,DNAH17,,https://www.omia.org/OMIA002442/9823/,https://www.omia.org/gene398298774/,VBO_0001163
16,21088463,21264591,"Sperm, short tail, SPEF2-related",Reproductive system phene,yes,yes,SPEF2,sperm flagellar 2,https://www.omia.org/OMIA002435/9823/,https://www.omia.org/gene40376583/,VBO_0012408
,,,"Rickets, generic",Skeleton phene (incl. short stature & teeth),unknown,yes,,,https://www.omia.org/OMIA002364/9823/,,
,,,Cryptorchidism,Reproductive system phene,unknown,yes,,,https://www.omia.org/OMIA000243/9823/,,
,,,Recombination rate,Normal phene,unknown,no,,,https://www.omia.org/OMIA001691/9823/,,
,,,Von Willebrand disease I,Haematopoietic system phene,yes,yes,,,https://www.omia.org/OMIA001057/9823/,,
5,64516627,64655938,Von Willebrand disease III,Haematopoietic system phene,yes,yes,VWF,von Willebrand factor,https://www.omia.org/OMIA001058/9823/,https://www.omia.org/gene388197741/,
,,,"Teat / nipple, number",Endocrine / exocrine gland phene (incl mammary gland),no,no,,,https://www.omia.org/OMIA000985/9823/,,
6,54880814,54870359,"Abortion, PNKP-related",Mortality / aging (incl. embryonic lethal),yes,yes,PNKP,polynucleotide kinase 3'-phosphatase,https://www.omia.org/OMIA002183/9823/,https://www.omia.org/gene389261622/,VBO_0001161
3,43974283,43949032,"Abortion, POLR1B-related",Mortality / aging (incl. embryonic lethal),yes,yes,POLR1B,"polymerase (RNA) I polypeptide B, 128kDa",https://www.omia.org/OMIA002181/9823/,https://www.omia.org/gene389258057/,VBO_0001161
12,40847905,40809992,"Abortion, TADA2A-related",Mortality / aging (incl. embryonic lethal),yes,yes,TADA2A,transcriptional adaptor 2A,https://www.omia.org/OMIA002180/9823/,https://www.omia.org/gene389256311/,VBO_0001127
13,196047882,195974790,"Abortion, URB1-related",Mortality / aging (incl. embryonic lethal),yes,yes,URB1,,https://www.omia.org/OMIA002182/9823/,https://www.omia.org/gene398298723/,VBO_0001161
,,,Haplotype with homozygous deficiency 8-2026,Mortality / aging (incl. embryonic lethal),yes,yes,,,https://www.omia.org/OMIA002059/9823/,,VBO_0012408
,,,Haplotype with homozygous deficiency LA4,Mortality / aging (incl. embryonic lethal),yes,yes,,,https://www.omia.org/OMIA002184/9823/,,VBO_0001161
,,,Brachycephaly,Craniofacial phene,unknown,unknown,,,https://www.omia.org/OMIA001551/9823/,,VBO_0001176
,,,"Melanoma, Melanoma-bearing Libĕchov Minipig (MeLiM)",Neoplasm,unknown,yes,,,https://www.omia.org/OMIA001480/9823/,,
,,,Leg defects,Limbs / fins / digit / tail phene,unknown,yes,,,https://www.omia.org/OMIA000584/9823/,,
15,120866308,120859486,Meat quality (Rendement Napole),Muscle phene,yes,yes,PRKAG3,"protein kinase, AMP-activated, gamma 3 non-catalytic subunit",https://www.omia.org/OMIA001085/9823/,https://www.omia.org/gene3426014/,VBO_0001431
,,,"Vertebrae, quantitative variation",Skeleton phene (incl. short stature & teeth),unknown,no,,,https://www.omia.org/OMIA000874/9823/,,
,,,"Hygroma, cystic",Neoplasm,unknown,yes,,,https://www.omia.org/OMIA002369/9823/,,
,,,Haemophilia A,Haematopoietic system phene,yes,yes,,,https://www.omia.org/OMIA000437/9823/,,
7,60878531,60911537,"Gangliosidosis, GM2, type I (B variant)",Lysosomal storage disease,yes,yes,HEXA,hexosaminidase A (alpha polypeptide),https://www.omia.org/OMIA001461/9823/,https://www.omia.org/gene388999668/,
9,11251187,11337618,"Deafness, bilateral, and vestibular dysfunction, MYO7A-related",Hearing / vestibular / ear phene,yes,yes,MYO7A,myosin VIIA,https://www.omia.org/OMIA002148/9823/,https://www.omia.org/gene388195620/,VBO_0001127
,,,Leg weakness,Limbs / fins / digit / tail phene,unknown,yes,,,https://www.omia.org/OMIA000585/9823/,,
6,47339759,47458457,Malignant hyperthermia,Homeostasis / metabolism phene,yes,yes,RYR1,ryanodine receptor 1 (skeletal),https://www.omia.org/OMIA000621/9823/,https://www.omia.org/gene3425610/,
8,41402334,41492306,"Coat colour, white belt, KIT-related",Pigmentation phene,yes,no,KIT,v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog,https://www.omia.org/OMIA001745/9823/,https://www.omia.org/gene40199426/,"VBO_0013055, VBO_0016873, VBO_0001431, VBO_0012910, VBO_0001211"
1,126620468,126641406,"Hypothyroidism, congenital, DUOX2-related",Endocrine / exocrine gland phene (incl mammary gland),yes,yes,DUOX2,dual oxidase 2,https://www.omia.org/OMIA002210/9823/,https://www.omia.org/gene388195324/,VBO_0012741
14,49208662,49322109,"Leukaemia, chronic myelogenous",Neoplasm,no,yes,BCR,breakpoint cluster region,https://www.omia.org/OMIA001513/9823/,https://www.omia.org/gene389007846/,VBO_0013234
1,270761641,270906708,"Leukaemia, chronic myelogenous",Neoplasm,no,yes,ABL1,"ABL proto-oncogene 1, non-receptor tyrosine kinase",https://www.omia.org/OMIA001513/9823/,https://www.omia.org/gene389263041/,VBO_0013234
3,16822042,16831054,Pale soft exudative meat,Muscle phene,yes,yes,PHKG1,"phosphorylase kinase, gamma 1 (muscle)",https://www.omia.org/OMIA001128/9823/,https://www.omia.org/gene388195792/,VBO_0001127
X,44613122,44620575,"Fecundity, BMP15-related",Reproductive system phene,yes,yes,BMP15,bone morphogenetic protein 15,https://www.omia.org/OMIA002306/9823/,https://www.omia.org/gene388227033/,VBO_0001138
,,,Woolly hair,Integument (skin) phene,unknown,yes,,,https://www.omia.org/OMIA001256/9823/,,"VBO_0012718, VBO_0001169"
15,101602232,101535392,Knobbed acrosome,Reproductive system phene,yes,yes,BOLL,boule-like RNA-binding protein,https://www.omia.org/OMIA000576/9823/,https://www.omia.org/gene389005927/,
8,41402334,41492306,Hypopigmentation and deafness,Pigmentation phene,yes,yes,KIT,v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog,https://www.omia.org/OMIA002287/9823/,https://www.omia.org/gene40199426/,VBO_0012741
,,,Blood group system A,Haematopoietic system phene,unknown,no,,,https://www.omia.org/OMIA000117/9823/,,
,,,Blood group system B,Haematopoietic system phene,unknown,no,,,https://www.omia.org/OMIA000120/9823/,,
,,,Blood group system C,Haematopoietic system phene,unknown,no,,,https://www.omia.org/OMIA000121/9823/,,
,,,Blood group system D,Haematopoietic system phene,unknown,no,,,https://www.omia.org/OMIA000122/9823/,,
,,,Blood group system E,Haematopoietic system phene,unknown,no,,,https://www.omia.org/OMIA000123/9823/,,
,,,Blood group system I,Haematopoietic system phene,unknown,no,,,https://www.omia.org/OMIA000129/9823/,,
,,,Blood group system J,Haematopoietic system phene,unknown,no,,,https://www.omia.org/OMIA000130/9823/,,
,,,Blood group system K,Haematopoietic system phene,unknown,no,,,https://www.omia.org/OMIA000131/9823/,,
,,,Blood group system L,Haematopoietic system phene,unknown,no,,,https://www.omia.org/OMIA000132/9823/,,
,,,Blood group system M,Haematopoietic system phene,unknown,no,,,https://www.omia.org/OMIA000133/9823/,,
,,,Blood group system N,Haematopoietic system phene,unknown,no,,,https://www.omia.org/OMIA000134/9823/,,
,,,Blood group system S,Haematopoietic system phene,unknown,no,,,https://www.omia.org/OMIA000139/9823/,,
,,,"Blood group systems, generic",Haematopoietic system phene,unknown,no,,,https://www.omia.org/OMIA000116/9823/,,
,,,"Coat colour, change in",Pigmentation phene,unknown,no,,,https://www.omia.org/OMIA001336/9823/,,
,,,Gestation length,Reproductive system phene,unknown,no,,,https://www.omia.org/OMIA000408/9823/,,
,,,Wattles,Craniofacial phene,unknown,no,,,https://www.omia.org/OMIA001061/9823/,,
,,,"Arthrogryposis multiplex congenita, generic",Skeleton phene (incl. short stature & teeth),yes,yes,,,https://www.omia.org/OMIA001465/9823/,,
5,71029832,70888999,"Arthrogryposis multiplex congenita, KIF21A-related",Skeleton phene (incl. short stature & teeth),yes,yes,KIF21A,kinesin family member 21A,https://www.omia.org/OMIA002283/9823/,https://www.omia.org/gene389260432/,
7,31222533,31295221,Ear size,Hearing / vestibular / ear phene,no,no,PPARD,peroxisome proliferator-activated receptor delta,https://www.omia.org/OMIA001579/9823/,https://www.omia.org/gene3426160/,
5,29543913,29450442,Ear size,Hearing / vestibular / ear phene,no,no,WIF1,WNT inhibitory factor 1,https://www.omia.org/OMIA001579/9823/,https://www.omia.org/gene389254965/,
14,11299858,11332892,Vitamin C deficiency,Homeostasis / metabolism phene,yes,yes,GULO,gulonolactone (L-) oxidase,https://www.omia.org/OMIA002268/9823/,https://www.omia.org/gene388195053/,VBO_0001124
,,,Blood group system F,Haematopoietic system phene,yes,no,,,https://www.omia.org/OMIA000124/9823/,,
,,,Blood group system O,Haematopoietic system phene,yes,no,,,https://www.omia.org/OMIA001250/9823/,,
,,,"Spongiform encephalopathy, susceptibility/resistance to",Nervous system phene,unknown,unknown,,,https://www.omia.org/OMIA000944/9823/,,
5,29695824,29863601,"Ears, folded (drop vs prick)",Hearing / vestibular / ear phene,yes,no,MSRB3,methionine sulfoxide reductase B3,https://www.omia.org/OMIA000319/9823/,https://www.omia.org/gene389254302/,
,,,Notomelia,Limbs / fins / digit / tail phene,unknown,yes,,,https://www.omia.org/OMIA002235/9823/,,
6,48729839,48812799,"Myopathy, congenital, SPTBN4-related",Nervous system phene,yes,yes,SPTBN4,"spectrin, beta, non-erythrocytic 4",https://www.omia.org/OMIA002232/9823/,https://www.omia.org/gene389358619/,
,,,"Citrullinaemia, lack of",Normal phene,unknown,no,,,https://www.omia.org/OMIA002220/9823/,,VBO_0001127
,,,Cleft palate,Digestive / alimentary phene,unknown,yes,,,https://www.omia.org/OMIA000197/9823/,,
,,,Pulmonary hypertension,Cardiovascular system phene,unknown,yes,,,https://www.omia.org/OMIA000841/9823/,,
15,94628440,94623526,"Leg weakness, MSTN-related",Muscle phene,yes,yes,MSTN,myostatin,https://www.omia.org/OMIA002161/9823/,https://www.omia.org/gene40202074/,VBO_0001163
,,,Entropion,Vision / eye phene,unknown,yes,,,https://www.omia.org/OMIA000337/9823/,,
,,,"Gaucher disease, generic",Lysosomal storage disease,unknown,yes,,,https://www.omia.org/OMIA000405/9823/,,
,,,Diabetes insipidus,Endocrine / exocrine gland phene (incl mammary gland),unknown,yes,,,https://www.omia.org/OMIA000278/9823/,,
10,46820016,46863848,"Severe combined immunodeficiency disease, autosomal, T cell-negative, B cell-negative, NK cell-positive, with sensitivity to ionizing radiation",Immune system phene,yes,yes,DCLRE1C,DNA cross-link repair 1C,https://www.omia.org/OMIA001986/9823/,https://www.omia.org/gene389255101/,VBO_0001212
18,45477561,45480306,Microtia,Hearing / vestibular / ear phene,yes,yes,HOXA1,homeobox A1,https://www.omia.org/OMIA001952/9823/,https://www.omia.org/gene389260103/,VBO_0012786
,,,Perosomus elumbis,Embryo phene,unknown,yes,,,https://www.omia.org/OMIA000789/9823/,,
,,,"Hypotrichosis, juvenile with age-dependent emphysema",Integument (skin) phene,yes,yes,,,https://www.omia.org/OMIA001458/9823/,,
,,,Spastic paresis,Nervous system phene,unknown,yes,,,https://www.omia.org/OMIA000928/9823/,,
,,,"Amyloidosis, AA",Homeostasis / metabolism phene,unknown,yes,,,https://www.omia.org/OMIA000038/9823/,,
,,,Urolithiasis,Renal / urinary system phene,unknown,yes,,,https://www.omia.org/OMIA001033/9823/,,
,,,"Exostoses, multiple",Skeleton phene (incl. short stature & teeth),unknown,yes,,,https://www.omia.org/OMIA000354/9823/,,
,,,"Tuberculosis, susceptibility/resistance to",Immune system phene,unknown,yes,,,https://www.omia.org/OMIA001856/9823/,,
,,,Postpartum dysgalactia syndrome,Endocrine / exocrine gland phene (incl mammary gland),unknown,yes,,,https://www.omia.org/OMIA001822/9823/,,
,,,Haemangiosarcoma,Neoplasm,unknown,yes,,,https://www.omia.org/OMIA001813/9823/,,
,,,Alopecia areata,Integument (skin) phene,unknown,yes,,,https://www.omia.org/OMIA001702/9823/,,
8,41402334,41492306,"Coat colour, patch",Pigmentation phene,yes,no,KIT,v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog,https://www.omia.org/OMIA001743/9823/,https://www.omia.org/gene40199426/,
,,,Chondrodystrophy,Skeleton phene (incl. short stature & teeth),unknown,yes,,,https://www.omia.org/OMIA000189/9823/,,
,,,Yellow fat,Adipose tissue phene,unknown,yes,,,https://www.omia.org/OMIA001079/9823/,,
5,23058865,23053129,"Vitamin D-deficiency rickets, type IA",Skeleton phene (incl. short stature & teeth),yes,yes,CYP27B1,25-hydroxyvitamin D3 1alpha-hydroxylase,https://www.omia.org/OMIA000837/9823/,https://www.omia.org/gene40199657/,
,,,"Dwarfism, generic",Skeleton phene (incl. short stature & teeth),no,yes,,,https://www.omia.org/OMIA000299/9823/,,
1,81773818,81766829,"Dwarfism, Schmid metaphyseal chondrodysplasia",Skeleton phene (incl. short stature & teeth),yes,yes,COL10A1,"collagen, type X, alpha 1",https://www.omia.org/OMIA001718/9823/,https://www.omia.org/gene40232583/,VBO_0001212
,,,Ear necrosis syndrome,Hearing / vestibular / ear phene,unknown,yes,,,https://www.omia.org/OMIA001711/9823/,,
,,,Hydrops foetalis,Embryo phene,unknown,yes,,,https://www.omia.org/OMIA000493/9823/,,
,,,"Hypotrichosis, recessive",Integument (skin) phene,yes,yes,,,https://www.omia.org/OMIA001279/9823/,,
8,41402334,41492306,"Coat colour, roan",Pigmentation phene,yes,no,KIT,v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog,https://www.omia.org/OMIA001216/9823/,https://www.omia.org/gene40199426/,
-,-,-,"Spermatogenic arrest, TEX14-related",Reproductive system phene,yes,yes,TEX14,testis expressed 14,https://www.omia.org/OMIA001673/9823/,https://www.omia.org/gene110403861/,"VBO_0001414, VBO_0012408"
,,,Impotentia cocundi,Reproductive system phene,unknown,yes,,,https://www.omia.org/OMIA000560/9823/,,
,,,"Lipomatosis, multiple",Neoplasm,unknown,yes,,,https://www.omia.org/OMIA000606/9823/,,
,,,"Uterine horns, partial doubling of",Reproductive system phene,unknown,yes,,,https://www.omia.org/OMIA001035/9823/,,
,,,Persistent truncus arteriosus,Cardiovascular system phene,unknown,yes,,,https://www.omia.org/OMIA000795/9823/,,
,,,Epididymal aplasia,Reproductive system phene,unknown,yes,,,https://www.omia.org/OMIA000343/9823/,,
,,,Cloaca,Digestive / alimentary phene,unknown,yes,,,https://www.omia.org/OMIA000412/9823/,,
,,,"Eye balls, lack of",Vision / eye phene,unknown,yes,,,https://www.omia.org/OMIA000356/9823/,,
,,,Fatty metamorphosis of viscera,Adipose tissue phene,unknown,yes,,,https://www.omia.org/OMIA001090/9823/,,
,,,Cyclopia,Vision / eye phene,unknown,yes,,,https://www.omia.org/OMIA000249/9823/,,
,,,Cystic microphthalmia,Vision / eye phene,unknown,yes,,,https://www.omia.org/OMIA000253/9823/,,
,,,Atresia ilei,Digestive / alimentary phene,unknown,yes,,,https://www.omia.org/OMIA000086/9823/,,
,,,"Artery, anomaly of",Cardiovascular system phene,unknown,yes,,,https://www.omia.org/OMIA000062/9823/,,
,,,Anaemia,Haematopoietic system phene,unknown,yes,,,https://www.omia.org/OMIA001087/9823/,,
,,,Agnathia,Craniofacial phene,unknown,yes,,,https://www.omia.org/OMIA000022/9823/,,
,,,Blood group system G,Haematopoietic system phene,yes,no,,,https://www.omia.org/OMIA000127/9823/,,
,,,Blood group system H,Haematopoietic system phene,yes,no,,,https://www.omia.org/OMIA000128/9823/,,
,,,"Coat colour, agouti",Pigmentation phene,yes,no,,,https://www.omia.org/OMIA000201/9823/,,
,,,"Ataxia, progressive",Behaviour / neurological phene,yes,yes,,,https://www.omia.org/OMIA001091/9823/,,
20,34186493,34269344,"Coat colour, black and tan",Pigmentation phene,yes,no,ASIP,agouti signaling protein,https://www.omia.org/OMIA001479/9823/,https://www.omia.org/gene434/,
,,,"Neuronal Ceroid Lipofuscinosis, generic",Lysosomal storage disease,unknown,yes,,,https://www.omia.org/OMIA000181/9823/,,
,,,Skin wound healing,Integument (skin) phene,unknown,yes,,,https://www.omia.org/OMIA001478/9823/,,
,,,"Teat / nipple, inverted",Endocrine / exocrine gland phene (incl mammary gland),no,yes,,,https://www.omia.org/OMIA000729/9823/,,
,,,Agenesia of anal sphincter,Digestive / alimentary phene,unknown,yes,,,https://www.omia.org/OMIA000020/9823/,,
,,,Androgen insensitivity syndrome (AIS),Reproductive system phene,unknown,yes,,,https://www.omia.org/OMIA000991/9823/,,
,,,Anophthalmos,Vision / eye phene,unknown,yes,,,https://www.omia.org/OMIA000049/9823/,,
,,,Aplasia of tongue,Craniofacial phene,unknown,yes,,,https://www.omia.org/OMIA000055/9823/,,
,,,Arthritis,Skeleton phene (incl. short stature & teeth),unknown,yes,,,https://www.omia.org/OMIA000064/9823/,,
,,,Arthritis deformans,Skeleton phene (incl. short stature & teeth),unknown,yes,,,https://www.omia.org/OMIA000065/9823/,,
,,,Atherosclerosis,Cardiovascular system phene,unknown,yes,,,https://www.omia.org/OMIA000080/9823/,,
,,,Atresia ani,Digestive / alimentary phene,unknown,yes,,,https://www.omia.org/OMIA000083/9823/,,
,,,Atrophic rhinitis,Respiratory system phene,unknown,yes,,,https://www.omia.org/OMIA000091/9823/,,
,,,Bleeding disorder,Haematopoietic system phene,unknown,yes,,,https://www.omia.org/OMIA000113/9823/,,
,,,"Blindness, congenital",Vision / eye phene,unknown,yes,,,https://www.omia.org/OMIA000115/9823/,,
,,,Brachydactyly,Limbs / fins / digit / tail phene,unknown,yes,,,https://www.omia.org/OMIA000146/9823/,,
,,,Brachygnathia superior,Skeleton phene (incl. short stature & teeth),unknown,yes,,,https://www.omia.org/OMIA000149/9823/,,
,,,"Cardiomyopathy, dilated",Cardiovascular system phene,unknown,yes,,,https://www.omia.org/OMIA000162/9823/,,
,,,Cephalothoracophagus,Embryo phene,unknown,yes,,,https://www.omia.org/OMIA000173/9823/,,
,,,"Cerebellar anomaly, congenital",Nervous system phene,unknown,yes,,,https://www.omia.org/OMIA000176/9823/,,
,,,Cerebellar hypoplasia,Nervous system phene,unknown,yes,,,https://www.omia.org/OMIA000179/9823/,,
,,,"Chondrodysplasia, generic",Skeleton phene (incl. short stature & teeth),unknown,yes,,,https://www.omia.org/OMIA000187/9823/,,
,,,"Ciliary dyskinesia, primary, generic",Respiratory system phene,unknown,yes,,,https://www.omia.org/OMIA000573/9823/,,
,,,Cleft lip,Craniofacial phene,unknown,yes,,,https://www.omia.org/OMIA000444/9823/,,
,,,Cranioschisis,Skeleton phene (incl. short stature & teeth),unknown,yes,,,https://www.omia.org/OMIA000237/9823/,,
,,,Cystic bile ducts and renal tubules,Liver/biliary system phene,unknown,yes,,,https://www.omia.org/OMIA000250/9823/,,
,,,Diaphragmatic defects,Muscle phene,unknown,yes,,,https://www.omia.org/OMIA000286/9823/,,
,,,Dicephalus,Embryo phene,unknown,yes,,,https://www.omia.org/OMIA000287/9823/,,
,,,"Difference of sexual development, generic",Reproductive system phene,unknown,yes,,,https://www.omia.org/OMIA000564/9823/,,
,,,Ear defect,Hearing / vestibular / ear phene,unknown,yes,,,https://www.omia.org/OMIA000314/9823/,,
,,,Embryonic atrophy,Embryo phene,unknown,yes,,,https://www.omia.org/OMIA000333/9823/,,
,,,Fragile site,Chromosomal disorder,unknown,yes,,,https://www.omia.org/OMIA000392/9823/,,
,,,"Gangliosidosis, generic",Lysosomal storage disease,unknown,yes,,,https://www.omia.org/OMIA000401/9823/,,
,,,"Gangliosidosis, GM2, generic",Lysosomal storage disease,yes,yes,,,https://www.omia.org/OMIA000403/9823/,,
,,,"Goitre, familial",Endocrine / exocrine gland phene (incl mammary gland),unknown,yes,,,https://www.omia.org/OMIA000424/9823/,,
,,,"Heart defect, congenital",Cardiovascular system phene,unknown,yes,,,https://www.omia.org/OMIA000446/9823/,,
,,,"Hernia, diaphragmatic",Growth / size / body region phene,unknown,yes,,,https://www.omia.org/OMIA000459/9823/,,
,,,"Hernia, generic",Growth / size / body region phene,unknown,yes,,,https://www.omia.org/OMIA000455/9823/,,
,,,"Hernia, inguinal",Growth / size / body region phene,unknown,yes,,,https://www.omia.org/OMIA000462/9823/,,
,,,"Hernia, scrotal",Growth / size / body region phene,unknown,yes,,,https://www.omia.org/OMIA000464/9823/,,
,,,Heterochromia irides/iridis,Vision / eye phene,unknown,yes,,,https://www.omia.org/OMIA000468/9823/,,
,,,Hind limb atrophy,Limbs / fins / digit / tail phene,unknown,yes,,,https://www.omia.org/OMIA001086/9823/,,
,,,Hind limb paralysis,Limbs / fins / digit / tail phene,yes,yes,,,https://www.omia.org/OMIA000472/9823/,,
,,,Hip dysplasia,Skeleton phene (incl. short stature & teeth),unknown,yes,,,https://www.omia.org/OMIA000473/9823/,,
,,,"Histiocytosis, malignant",Neoplasm,unknown,yes,,,https://www.omia.org/OMIA000620/9823/,,
,,,Histocytosis,Neoplasm,unknown,yes,,,https://www.omia.org/OMIA000474/9823/,,
,,,Holoprosencephaly,Craniofacial phene,unknown,yes,,,https://www.omia.org/OMIA000478/9823/,,
,,,Hydrocephalus,Nervous system phene,unknown,yes,,,https://www.omia.org/OMIA000487/9823/,,
,,,Hyperlipidaemia,Homeostasis / metabolism phene,unknown,yes,,,https://www.omia.org/OMIA001160/9823/,,
,,,Hyperostosis,Limbs / fins / digit / tail phene,unknown,yes,,,https://www.omia.org/OMIA000507/9823/,,
,,,"Hypomyelinogenesis, congenital",Nervous system phene,unknown,yes,,,https://www.omia.org/OMIA000527/9823/,,
,,,Hyposelenaemia-hyperselenaemia,Homeostasis / metabolism phene,unknown,yes,,,https://www.omia.org/OMIA000534/9823/,,
,,,"Hypotrichosis, dominant",Integument (skin) phene,yes,yes,,,https://www.omia.org/OMIA001278/9823/,,
,,,"Hypotrichosis, generic",Integument (skin) phene,unknown,yes,,,https://www.omia.org/OMIA000540/9823/,,
,,,Infertility,Reproductive system phene,unknown,yes,,,https://www.omia.org/OMIA000562/9823/,,
,,,Lymphosarcoma,Neoplasm,yes,yes,,,https://www.omia.org/OMIA000615/9823/,,
,,,Macrophthalmia,Vision / eye phene,unknown,yes,,,https://www.omia.org/OMIA000617/9823/,,
,,,Megacolon,Pigmentation phene,unknown,yes,,,https://www.omia.org/OMIA000629/9823/,,
,,,Melanoblastoma,Neoplasm,unknown,yes,,,https://www.omia.org/OMIA001324/9823/,,
,,,"Melanoma, congenital",Neoplasm,unknown,yes,,,https://www.omia.org/OMIA000634/9823/,,
,,,Microphthalmia,Vision / eye phene,unknown,yes,,,https://www.omia.org/OMIA000649/9823/,,
,,,Miniature,Skeleton phene (incl. short stature & teeth),unknown,yes,,,https://www.omia.org/OMIA000651/9823/,,
,,,Mortality,Mortality / aging (incl. embryonic lethal),unknown,yes,,,https://www.omia.org/OMIA000660/9823/,,
,,,"Motor neuron disease, lower",Nervous system phene,unknown,yes,,,https://www.omia.org/OMIA000662/9823/,,
,,,Multiple anomalies,Skeleton phene (incl. short stature & teeth),unknown,yes,,,https://www.omia.org/OMIA000669/9823/,,
,,,Muscle colour,Muscle phene,unknown,yes,,,https://www.omia.org/OMIA001242/9823/,,
,,,Myositis ossificans,Muscle phene,unknown,yes,,,https://www.omia.org/OMIA000697/9823/,,
,,,"Neonatal diarrhoea, K99, resistance/susceptibility to",Immune system phene,unknown,yes,,,https://www.omia.org/OMIA001092/9823/,,
,,,Nephropathy,Renal / urinary system phene,unknown,yes,,,https://www.omia.org/OMIA000710/9823/,,
,,,"Neuropathy, peripheral",Nervous system phene,unknown,yes,,,https://www.omia.org/OMIA001150/9823/,,
,,,Nucleoside transport defect,Homeostasis / metabolism phene,yes,yes,,,https://www.omia.org/OMIA001236/9823/,,
,,,Osteoarthritis,Skeleton phene (incl. short stature & teeth),unknown,yes,,,https://www.omia.org/OMIA000747/9823/,,
,,,"Otitis interna, susceptibility to",Hearing / vestibular / ear phene,unknown,yes,,,https://www.omia.org/OMIA001277/9823/,,
,,,"Otitis media, susceptibility to",Hearing / vestibular / ear phene,unknown,yes,,,https://www.omia.org/OMIA001266/9823/,,
,,,Ovarian aplasia,Reproductive system phene,unknown,yes,,,https://www.omia.org/OMIA000759/9823/,,
,,,Persistent frenulum praeputii,Reproductive system phene,unknown,yes,,,https://www.omia.org/OMIA000792/9823/,,
