CHR,POS1,POS2,PHENE,PHENE_CATEGORY,SINGLE_GENE_TRAIT_OR_DISORDER,DISEASE_RELATED,GENE_SYMBOL,GENE_DESCRIPTION,PHENE_URL,GENE_DETAILS_URL,BREEDS
18,53184942,53118225,"Cardiomyopathy, dilated",Cardiovascular system phene,yes,yes,OPA3,"optic atrophy 3 (autosomal recessive, with chorea and spastic paraplegia)",https://www.omia.org/OMIA000162/9913/,https://www.omia.org/gene38909993/,"VBO_0000239, VBO_0004501"
11,100770227,100822223,Citrullinaemia,Homeostasis / metabolism phene,yes,yes,ASS1,argininosuccinate synthase 1,https://www.omia.org/OMIA000194/9913/,https://www.omia.org/gene280726/,"VBO_0004602, VBO_0000166, VBO_0000239"
13,63639821,63668127,"Coat colour, agouti",Pigmentation phene,yes,no,ASIP,agouti signaling protein,https://www.omia.org/OMIA000201/9913/,https://www.omia.org/gene3430235/,VBO_0000322
6,115036434,115031393,"Ears, crop",Hearing / vestibular / ear phene,yes,yes,HMX1,H6 family homeobox 1,https://www.omia.org/OMIA000317/9913/,https://www.omia.org/gene388388292/,"VBO_0000120, VBO_0000234, VBO_0000250"
26,36696516,36464988,Forelimb-girdle muscular anomaly,Muscle phene,yes,yes,GFRA1,GDNF family receptor alpha 1,https://www.omia.org/OMIA001442/9913/,https://www.omia.org/gene388274412/,VBO_0004987
14,8453435,8217497,"Goitre, familial",Endocrine / exocrine gland phene (incl mammary gland),yes,yes,TG,thyroglobulin,https://www.omia.org/OMIA000424/9913/,https://www.omia.org/gene280706/,"VBO_0000094, VBO_0004602, VBO_0000366"
29,770614,679014,"Hypotrichosis, HEPHL1-related",Integument (skin) phene,yes,yes,HEPHL1,hephaestin like 1,https://www.omia.org/OMIA002230/9913/,https://www.omia.org/gene170253367/,"VBO_0000142, VBO_0000166"
,,,"Hypotrichosis, with thymic aplasia",Integument (skin) phene,unknown,yes,,,https://www.omia.org/OMIA001949/9913/,,VBO_0000239
5,65398341,65500282,"Increased muscular tonus, congenital",Muscle phene,yes,yes,MYBPC1,"myosin binding protein C, slow type",https://www.omia.org/OMIA001978/9913/,https://www.omia.org/gene388267718/,VBO_0000239
17,53650993,53769702,Lethal multi-organ developmental dysplasia,Skeleton phene (incl. short stature & teeth),yes,yes,KDM2B,lysine (K)-specific demethylase 2B,https://www.omia.org/OMIA001722/9913/,https://www.omia.org/gene388307902/,"VBO_0000291, VBO_0000360"
,,,"Lipofuscinosis, renal",Renal / urinary system phene,yes,yes,,,https://www.omia.org/OMIA001407/9913/,,"VBO_0000190, VBO_0000353"
6,22062310,22189957,"Mannosidosis, beta",Lysosomal storage disease,yes,yes,MANBA,mannosidase beta,https://www.omia.org/OMIA000626/9913/,https://www.omia.org/gene281909/,VBO_0000366
,,,Myasthenia,Nervous system phene,unknown,yes,,,https://www.omia.org/OMIA000684/9913/,,VBO_0000232
,,,"Myasthenic syndrome, congenital, CHRNE-related",Nervous system phene,unknown,yes,,,https://www.omia.org/OMIA000685/9913/,,
,,,"Neuropathy, peripheral",Nervous system phene,unknown,unknown,,,https://www.omia.org/OMIA001150/9913/,,
,,,Osteopetrosis,Skeleton phene (incl. short stature & teeth),no,yes,,,https://www.omia.org/OMIA000755/9913/,,"VBO_0000104, VBO_0000232"
4,77139658,77175873,"Perinatal mortality syndrome, GCK-related",Mortality / aging (incl. embryonic lethal),yes,yes,GCK,glucokinase,https://www.omia.org/OMIA002579/9913/,https://www.omia.org/gene388308931/,VBO_0000246
,,,Probatocephaly,Craniofacial phene,unknown,yes,,,https://www.omia.org/OMIA000908/9913/,,VBO_0000274
,,,Retinitis pigmentosa,Vision / eye phene,unknown,yes,,,https://www.omia.org/OMIA001413/9913/,,VBO_0004987
4,27819874,27817880,"Scurs, type 2",Craniofacial phene,yes,no,TWIST1,twist family bHLH transcription factor 1,https://www.omia.org/OMIA001593/9913/,https://www.omia.org/gene39044773/,VBO_0000177
,,,Smooth tongue,Digestive / alimentary phene,unknown,yes,,,https://www.omia.org/OMIA000922/9913/,,"VBO_0000166, VBO_0000239"
13,23964716,24057072,"Sperm, short tail",Reproductive system phene,yes,yes,ARMC3,armadillo repeat containing 3,https://www.omia.org/OMIA001334/9913/,https://www.omia.org/gene388272164/,"VBO_0000120, VBO_0000177, VBO_0000239, VBO_0000341, VBO_0000391"
11,14696373,14753291,Spinal dysmyelination,Nervous system phene,yes,yes,SPAST,spastin,https://www.omia.org/OMIA001247/9913/,https://www.omia.org/gene38909532/,VBO_0000166
19,47043142,47103169,"Tail, crooked",Skeleton phene (incl. short stature & teeth),yes,yes,MRC2,"mannose receptor, C type 2",https://www.omia.org/OMIA001452/9913/,https://www.omia.org/gene38911150/,"VBO_0000139, VBO_0000166"
Y,58123595,58122906,"XY sex reversal, SRY-related",Reproductive system phene,yes,yes,SRY,sex determining region Y,https://www.omia.org/OMIA001230/9913/,https://www.omia.org/gene280931/,"VBO_0000239, VBO_0004987, VBO_0000250"
,,,Intervertebral disc disease,Skeleton phene (incl. short stature & teeth),unknown,yes,,,https://www.omia.org/OMIA000157/9913/,,
,,,"Sex chromosome difference of sexual development, generic",Reproductive system phene,no,yes,,,https://www.omia.org/OMIA002776/9913/,,
,,,"XY difference of sexual development, generic",Reproductive system phene,unknown,yes,,,https://www.omia.org/OMIA001601/9913/,,
7,12838426,12853764,"Mannosidosis, alpha",Lysosomal storage disease,yes,yes,MAN2B1,mannosidase alpha class 2B member 1,https://www.omia.org/OMIA000625/9913/,https://www.omia.org/gene282272/,"VBO_0000104, VBO_0000207, VBO_0000312"
,,,Scurs,Craniofacial phene,no,no,,,https://www.omia.org/OMIA000894/9913/,,"VBO_0000177, VBO_0000207, VBO_0000380"
,,,"Lissencephaly, generic",Nervous system phene,unknown,yes,,,https://www.omia.org/OMIA002771/9913/,,
1,80873660,81100111,Hepatocellular fibrinogen storage disease,Liver/biliary system phene,yes,yes,DGKG,diacylglycerol kinase gamma,https://www.omia.org/OMIA002582/9913/,https://www.omia.org/gene388270698/,VBO_0004987
,,,Hydrops foetalis,Embryo phene,yes,yes,,,https://www.omia.org/OMIA000493/9913/,,VBO_0000120
5,30841143,30847502,"Brachygnathia, WNT10B-related",Skeleton phene (incl. short stature & teeth),yes,yes,WNT10B,wingless-type MMTV integration site family member 10B,https://www.omia.org/OMIA002759/9913/,https://www.omia.org/gene388275767/,VBO_0000166
,,,"Height, LCORL-associated body-size variation",Growth / size / body region phene,unknown,no,,,https://www.omia.org/OMIA002246/9913/,,
,,,Mortality,Mortality / aging (incl. embryonic lethal),no,yes,,,https://www.omia.org/OMIA000660/9913/,,
,,,Achondroplasia,Skeleton phene (incl. short stature & teeth),yes,yes,,,https://www.omia.org/OMIA000004/9913/,,
,,,Strabismus,Vision / eye phene,unknown,yes,,,https://www.omia.org/OMIA000949/9913/,,
,,,Transmission ratio distortion,Reproductive system phene,unknown,yes,,,https://www.omia.org/OMIA002351/9913/,,"VBO_0000104, VBO_0000239"
,,,Epilepsy,Nervous system phene,yes,yes,,,https://www.omia.org/OMIA000344/9913/,,"VBO_0000232, VBO_0000239"
,,,Aortic valve hypoplasia,Cardiovascular system phene,unknown,yes,,,https://www.omia.org/OMIA002742/9913/,,
21,20377694,20447099,"Dwarfism, ACAN-related",Skeleton phene (incl. short stature & teeth),yes,yes,ACAN,aggrecan,https://www.omia.org/OMIA001271/9913/,https://www.omia.org/gene8763869/,"VBO_0000193, VBO_0000250, VBO_0016855"
,,,"Amastia, congenital",Endocrine / exocrine gland phene (incl mammary gland),unknown,yes,,,https://www.omia.org/OMIA002565/9913/,,VBO_0003764
,,,"Insect bite hypersensitivity, susceptibility to",Integument (skin) phene,unknown,yes,,,https://www.omia.org/OMIA001664/9913/,,VBO_0000161
21,24519651,24111437,Contractural arachnodactyly (Fawn calf syndrome),Muscle phene,yes,yes,ADAMTSL3,ADAMTS like 3,https://www.omia.org/OMIA001511/9913/,https://www.omia.org/gene388275003/,VBO_0000104
7,2015432,2260679,"Dermatosparaxis Ehlers-Danlos syndrome (dEDS), ADAMTS2-related",Integument (skin) phene,yes,yes,ADAMTS2,ADAM metallopeptidase with thrombospondin type 1 motif 2,https://www.omia.org/OMIA000328/9913/,https://www.omia.org/gene282401/,VBO_0000139
2,24179353,24091592,"Epidermolysis bullosa, junctional, ITGA6-related",Integument (skin) phene,yes,yes,ITGA6,integrin subunit alpha 6,https://www.omia.org/OMIA002718/9913/,https://www.omia.org/gene388274477/,VBO_0000177
2,103202095,103002532,"Ichthyosis, ABCA12-related",Integument (skin) phene,yes,yes,ABCA12,ATP binding cassette subfamily A member 12,https://www.omia.org/OMIA002238/9913/,https://www.omia.org/gene38909970/,"VBO_0000178, VBO_0000341, VBO_0000375"
,,,"Cleft lip and jaw, bilateral",Craniofacial phene,unknown,yes,,,https://www.omia.org/OMIA002708/9913/,,
7,63108191,63021619,"Hyperekplexia, GLRA1-related",Nervous system phene,yes,yes,GLRA1,glycine receptor alpha 1,https://www.omia.org/OMIA000689/9913/,https://www.omia.org/gene281783/,VBO_0000341
,,,"Ticks, resistance/susceptibility to",Immune system phene,unknown,yes,,,https://www.omia.org/OMIA002704/9913/,,
19,29622481,29601526,"Cleft palate, MYH3-related",Skeleton phene (incl. short stature & teeth),yes,yes,MYH3,"myosin, heavy chain 3, skeletal muscle, embryonic",https://www.omia.org/OMIA002590/9913/,https://www.omia.org/gene388161186/,VBO_0000274
,,,Infertility,Reproductive system phene,no,yes,,,https://www.omia.org/OMIA000562/9913/,,
,,,"Fecundity, generic",Reproductive system phene,unknown,no,,,https://www.omia.org/OMIA001943/9913/,,
,,,"Fecundity, SMAD6-related",Reproductive system phene,unknown,no,,,https://www.omia.org/OMIA002675/9913/,,
22,31843489,31614654,"Waardenburg syndrome, type 2A",Pigmentation phene,yes,unknown,MITF,microphthalmia-associated transcription factor,https://www.omia.org/OMIA001401/9913/,https://www.omia.org/gene407219/,VBO_0000104
,,,"Adaptation, environment, generic",Normal phene,no,no,,,https://www.omia.org/OMIA002637/9913/,,
6,36893874,36879556,Ear size,Hearing / vestibular / ear phene,unknown,no,IBSP,integrin binding sialoprotein,https://www.omia.org/OMIA001579/9913/,https://www.omia.org/gene388161128/,
,,,"Chromosomal abnormality, generic",Chromosomal disorder,unknown,unknown,,,https://www.omia.org/OMIA002657/9913/,,
,,,Telomere length,Normal phene,unknown,unknown,,,https://www.omia.org/OMIA001761/9913/,,
,,,"Adaptation, tropical environment",,unknown,no,,,https://www.omia.org/OMIA002471/9913/,,
,,,Methane emissions,Homeostasis / metabolism phene,unknown,yes,,,https://www.omia.org/OMIA001860/9913/,,
,,,"Papillomatosis, cutaneous",Integument (skin) phene,unknown,yes,,,https://www.omia.org/OMIA001147/9913/,,
,,,"Casein, alpha",Endocrine / exocrine gland phene (incl mammary gland),yes,no,,,https://www.omia.org/OMIA002633/9913/,,
17,72717346,72732364,"Haplotype with homozygous deficiency JBH17, CDC45-related",Mortality / aging (incl. embryonic lethal),yes,yes,CDC45,cell division cycle 45,https://www.omia.org/OMIA002626/9913/,https://www.omia.org/gene388266066/,VBO_0004987
8,83918584,83837391,Perinatal weak calf syndrome,Mortality / aging (incl. embryonic lethal),yes,yes,IARS,isoleucyl-tRNA synthetase,https://www.omia.org/OMIA001817/9913/,https://www.omia.org/gene388267308/,VBO_0004987
1,76869738,76847361,Renal dysplasia,Renal / urinary system phene,yes,yes,CLDN16,claudin 16,https://www.omia.org/OMIA001135/9913/,https://www.omia.org/gene282184/,VBO_0004987
8,84356368,84420638,"Skeletal dysplasia, FGD3-related",Skeleton phene (incl. short stature & teeth),yes,yes,FGD3,"FYVE, RhoGEF and PH domain containing 3",https://www.omia.org/OMIA002625/9913/,https://www.omia.org/gene388268724/,"VBO_0004987, VBO_0004993"
,,,Atresia intestinal,Digestive / alimentary phene,unknown,yes,,,https://www.omia.org/OMIA000087/9913/,,"VBO_0000239, VBO_0000250"
,,,Atresia jejuni,Digestive / alimentary phene,unknown,yes,,,https://www.omia.org/OMIA000088/9913/,,"VBO_0000239, VBO_0000250"
,,,Lameness,Limbs / fins / digit / tail phene,no,yes,,,https://www.omia.org/OMIA000579/9913/,,
15,76840794,76789246,Syndactyly,Skeleton phene (incl. short stature & teeth),yes,yes,LRP4,LDL receptor related protein 4,https://www.omia.org/OMIA000963/9913/,https://www.omia.org/gene14322173/,"VBO_0000104, VBO_0000239, VBO_0000380"
,,,"Placenta, retained",Reproductive system phene,no,yes,,,https://www.omia.org/OMIA002475/9913/,,"VBO_0000238, VBO_0000239, VBO_0000250, VBO_0004377"
X,91960664,91965623,"Hypotrichosis, streaked",Integument (skin) phene,yes,yes,TSR2,"TSR2, 20S rRNA accumulation, homolog (S. cerevisiae)",https://www.omia.org/OMIA000542/9913/,https://www.omia.org/gene388267936/,"VBO_0000239, VBO_0004147"
,,,Haplotypes with homozygous deficiency BH1-BH38,Mortality / aging (incl. embryonic lethal),unknown,yes,,,https://www.omia.org/OMIA002513/9913/,,VBO_0000166
,,,Haplotypes with homozygous deficiency HH18-HH38,Mortality / aging (incl. embryonic lethal),unknown,yes,,,https://www.omia.org/OMIA002597/9913/,,VBO_0000239
,,,"Dwarfism, ANKRD28-related",Skeleton phene (incl. short stature & teeth),yes,yes,,,https://www.omia.org/OMIA002596/9913/,,VBO_0000239
,,,Tetragametic chimerism (including Freemartin),Reproductive system phene,unknown,yes,,,https://www.omia.org/OMIA000393/9913/,,
24,34194339,34161968,"Persistent truncus arteriosus, GATA6-related",Cardiovascular system phene,yes,yes,GATA6,GATA binding protein 6,https://www.omia.org/OMIA002559/9913/,https://www.omia.org/gene388314538/,VBO_0000239
,,,Jacobsen syndrome,Chromosomal disorder,no,yes,,,https://www.omia.org/OMIA002558/9913/,,VBO_0000239
14,75914395,76104025,"Achromatopsia-3, CNGB3-related",Vision / eye phene,yes,yes,CNGB3,cyclic nucleotide gated channel beta 3,https://www.omia.org/OMIA001365/9913/,https://www.omia.org/gene388270854/,VBO_0003764
3,20154889,20144001,"Cataract, ADAMTSL4-related",Vision / eye phene,yes,yes,ADAMTSL4,ADAMTS like 4,https://www.omia.org/OMIA002535/9913/,https://www.omia.org/gene388266309/,VBO_0003764
,,,Horse rump (redundant),,unknown,unknown,,,https://www.omia.org/OMIA000484/9913/,,
,,,Tongue-wagging,Behaviour / neurological phene,unknown,yes,,,https://www.omia.org/OMIA001012/9913/,,"VBO_0000166, VBO_0002354"
,,,Facial digital syndrome,Craniofacial phene,unknown,yes,,,https://www.omia.org/OMIA000360/9913/,,VBO_0000104
,,,"Molars, impacted",Skeleton phene (incl. short stature & teeth),yes,yes,,,https://www.omia.org/OMIA000656/9913/,,VBO_0000186
,,,"Spasms, congenital, lethal",Behaviour / neurological phene,yes,yes,,,https://www.omia.org/OMIA000927/9913/,,VBO_0000250
,,,Split spinal cord malformation type I,Nervous system phene,unknown,yes,,,https://www.omia.org/OMIA002233/9913/,,VBO_0000239
,,,"Paratuberculosis, resistance to (redundant)",,unknown,unknown,,,https://www.omia.org/OMIA002154/9913/,,
,,,"Pelvic organ prolapse, susceptibility to",Reproductive system phene,no,yes,,,https://www.omia.org/OMIA002581/9913/,,VBO_0000232
,,,Retinal dysplasia and internal hydrocephalus,Nervous system phene,unknown,yes,,,https://www.omia.org/OMIA001663/9913/,,VBO_0000375
,,,"Encephalomyelopathy, multifocal symmetrical necrotising, Angus",Nervous system phene,unknown,yes,,,https://www.omia.org/OMIA001488/9913/,,VBO_0000104
,,,"Encephalomyelopathy, multifocal symmetrical necrotising, Limousin",Nervous system phene,unknown,yes,,,https://www.omia.org/OMIA001489/9913/,,VBO_0000274
,,,"Encephalomyelopathy, multifocal symmetrical necrotising, Simmental",Nervous system phene,unknown,yes,,,https://www.omia.org/OMIA001490/9913/,,VBO_0000380
,,,Mammary gland abnormality,Endocrine / exocrine gland phene (incl mammary gland),unknown,yes,,,https://www.omia.org/OMIA001026/9913/,,
,,,Night blindness,Vision / eye phene,unknown,yes,,,https://www.omia.org/OMIA002580/9913/,,
,,,"Lipidosis, hepatic",Liver/biliary system phene,unknown,yes,,,https://www.omia.org/OMIA000605/9913/,,
,,,Doddler,Nervous system phene,unknown,yes,,,https://www.omia.org/OMIA000291/9913/,,VBO_0000232
18,14705093,14706843,Hypotrichosis with coat-colour dilution (rat-tail syndrome),Pigmentation phene,yes,yes,MC1R,melanocortin 1 receptor (alpha melanocyte stimulating hormone receptor),https://www.omia.org/OMIA001544/9913/,https://www.omia.org/gene281298/,VBO_0000232
5,57344558,57353370,Hypotrichosis with coat-colour dilution (rat-tail syndrome),Pigmentation phene,yes,yes,PMEL,premelanosome protein,https://www.omia.org/OMIA001544/9913/,https://www.omia.org/gene281487/,VBO_0000232
X,87216347,87219386,"Mast cell tumour, congenital",Neoplasm,yes,yes,PLP2,proteolipid protein 2 (colonic epithelium-enriched),https://www.omia.org/OMIA002578/9913/,https://www.omia.org/gene388197832/,VBO_0000237
1,107079005,107210812,"Haplotype with homozygous deficiency HH2, IFT80-related",Mortality / aging (incl. embryonic lethal),yes,yes,IFT80,intraflagellar transport 80,https://www.omia.org/OMIA001823/9913/,https://www.omia.org/gene388269013/,VBO_0000237
23,13870753,13836251,"Arachnomelia, MOCS1-related",Skeleton phene (incl. short stature & teeth),yes,yes,MOCS1,molybdenum cofactor synthesis 1,https://www.omia.org/OMIA001541/9913/,https://www.omia.org/gene281917/,VBO_0000380
5,57319251,57314956,"Arachnomelia, SUOX-related",Skeleton phene (incl. short stature & teeth),yes,yes,SUOX,sulfite oxidase,https://www.omia.org/OMIA000059/9913/,https://www.omia.org/gene3499952/,VBO_0000166
,,,Claw/hoof disorders,Limbs / fins / digit / tail phene,no,yes,,,https://www.omia.org/OMIA000195/9913/,,
,,,"Endometritis, susceptibility to",Reproductive system phene,no,yes,,,https://www.omia.org/OMIA002568/9913/,,
13,53958761,53957077,"Infertility, ABHD16B-related",Reproductive system phene,yes,yes,ABHD16B,abhydrolase domain containing 16B,https://www.omia.org/OMIA002561/9913/,https://www.omia.org/gene388269595/,VBO_0003152
3,104675974,104706951,Growth and respiratory lethal syndrome,Respiratory system phene,yes,yes,EDN2,endothelin 2,https://www.omia.org/OMIA002560/9913/,https://www.omia.org/gene388172835/,VBO_0002878
4,49638409,49588047,"Myeloencephalopathy, progressive degenerative, PNPLA8-related",Nervous system phene,yes,yes,PNPLA8,patatin like phospholipase domain containing 8,https://www.omia.org/OMIA000827/9913/,https://www.omia.org/gene388274637/,VBO_0000166
MT,10239,10535,Leber hereditary optic neuropathy,Vision / eye phene,yes,yes,ND4L,NADH dehydrogenase subunit 4L,https://www.omia.org/OMIA002557/9913/,https://www.omia.org/gene388410003/,VBO_0005270
10,84856857,84739669,Double-outlet right ventricle,Cardiovascular system phene,yes,yes,NUMB,numb homolog (Drosophila),https://www.omia.org/OMIA002556/9913/,https://www.omia.org/gene388268384/,"VBO_0000104, VBO_0000161, VBO_0000178, VBO_0000232, VBO_0000237, VBO_0000239"
2,7284623,7358813,"classical Ehlers-Danlos syndrome (cEDS), COL5A2-related",Integument (skin) phene,yes,yes,COL5A2,collagen type V alpha 2,https://www.omia.org/OMIA002295/9913/,https://www.omia.org/gene388275308/,VBO_0000237
27,16294235,16313378,Factor XI deficiency,Haematopoietic system phene,yes,yes,F11,coagulation factor XI,https://www.omia.org/OMIA000363/9913/,https://www.omia.org/gene407998/,"VBO_0000237, VBO_0004987, VBO_0004988, VBO_0000365"
-,-,-,Polled and multisystemic syndrome,Skeleton phene (incl. short stature & teeth),yes,yes,ZEB2,zinc finger E-box binding homeobox 2,https://www.omia.org/OMIA001736/9913/,https://www.omia.org/gene388179799/,"VBO_0000177, VBO_0000380"
18,62761568,62754403,"Haplotype with homozygous deficiency HH13, KIR2DS1-related",Mortality / aging (incl. embryonic lethal),yes,yes,KIR2DS1,"killer cell immunoglobulin-like receptor, two domains, short cytoplasmic tail, 1",https://www.omia.org/OMIA001836/9913/,https://www.omia.org/gene388257301/,VBO_0000237
10,84937977,84940480,"Haplotype with homozygous deficiency HH25, RIOX1-related",Mortality / aging (incl. embryonic lethal),yes,yes,RIOX1,,https://www.omia.org/OMIA002547/9913/,https://www.omia.org/gene398298787/,VBO_0003139
8,93705318,93756197,"Haplotype with homozygous deficiency HH3, SMC2-related",Mortality / aging (incl. embryonic lethal),yes,yes,SMC2,structural maintenance of chromosomes 2,https://www.omia.org/OMIA001824/9913/,https://www.omia.org/gene388275696/,VBO_0000237
26,34307219,34362850,Developmental duplications,Embryo phene,yes,yes,NHLRC2,NHL repeat containing 2,https://www.omia.org/OMIA002103/9913/,https://www.omia.org/gene388274235/,VBO_0000104
,,,"Resistance/susceptibility to infectious bovine keratoconjunctivitis,",Vision / eye phene,no,no,,,https://www.omia.org/OMIA001533/9913/,,
14,26298002,26488620,Neurocristopathy,Nervous system phene,yes,yes,CHD7,chromodomain helicase DNA binding protein 7,https://www.omia.org/OMIA002125/9913/,https://www.omia.org/gene388273828/,VBO_0000306
,,,"Coat colour, albinism, generic",Pigmentation phene,unknown,yes,,,https://www.omia.org/OMIA002280/9913/,,
28,2098139,2284314,"Congenital disorder of glycosylation, GALNT2-related",Growth / size / body region phene,yes,yes,GALNT2,polypeptide N-acetylgalactosaminyltransferase 2,https://www.omia.org/OMIA002375/9913/,https://www.omia.org/gene388308760/,"VBO_0000239, VBO_0000250"
4,27819874,27817880,"Hernia, abdominal, TWIST1-related",Growth / size / body region phene,yes,yes,TWIST1,twist family bHLH transcription factor 1,https://www.omia.org/OMIA002532/9913/,https://www.omia.org/gene39044773/,VBO_0000177
23,12472842,12059842,Stillbirth,Mortality / aging (incl. embryonic lethal),yes,yes,BTBD9,BTB (POZ) domain containing 9,https://www.omia.org/OMIA001991/9913/,https://www.omia.org/gene388265344/,VBO_0016847
23,12560570,12888873,Stillbirth,Mortality / aging (incl. embryonic lethal),yes,yes,DNAH8,"dynein, axonemal, heavy chain 8",https://www.omia.org/OMIA001991/9913/,https://www.omia.org/gene388272115/,VBO_0016847
23,12519916,12494154,Stillbirth,Mortality / aging (incl. embryonic lethal),yes,yes,GLO1,glyoxalase I,https://www.omia.org/OMIA001991/9913/,https://www.omia.org/gene388276404/,VBO_0016847
12,20346942,20423424,"Haplotype with homozygous deficiency, RNASEH2B-related",Mortality / aging (incl. embryonic lethal),yes,yes,RNASEH2B,ribonuclease H2 subunit B,https://www.omia.org/OMIA001901/9913/,https://www.omia.org/gene388267032/,VBO_0016847
6,60147577,60159280,"Neuropathy with splayed forelimbs, UCHL1-related",Nervous system phene,yes,yes,UCHL1,ubiquitin C-terminal hydrolase L1,https://www.omia.org/OMIA002298/9913/,https://www.omia.org/gene388269384/,VBO_0000250
,,,Haplotype with homozygous deficiency BH1,Mortality / aging (incl. embryonic lethal),yes,yes,,,https://www.omia.org/OMIA001825/9913/,,VBO_0000166
7,2993262,2997183,"Haplotype with homozygous deficiency BH14, MRPL55-related",Mortality / aging (incl. embryonic lethal),yes,yes,MRPL55,mitochondrial ribosomal protein L55,https://www.omia.org/OMIA002518/9913/,https://www.omia.org/gene388265862/,VBO_0000166
19,10840880,10816976,"Haplotype with homozygous deficiency BH2, TUBD1-related",Mortality / aging (incl. embryonic lethal),yes,yes,TUBD1,tubulin delta 1,https://www.omia.org/OMIA001939/9913/,https://www.omia.org/gene388267759/,"VBO_0000166, VBO_0016847"
18,56092276,56111414,"Haplotype with homozygous deficiency BH24, CPT1C-related",Mortality / aging (incl. embryonic lethal),yes,yes,CPT1C,carnitine palmitoyltransferase 1C,https://www.omia.org/OMIA002519/9913/,https://www.omia.org/gene388269080/,VBO_0000166
2,86189671,86191914,"Haplotype with homozygous deficiency BH6, MARS2-related",Mortality / aging (incl. embryonic lethal),yes,yes,MARS2,"methionyl-tRNA synthetase 2, mitochondrial",https://www.omia.org/OMIA002517/9913/,https://www.omia.org/gene388269549/,VBO_0000166
2,1283473,1232971,"Haplotype with homozygous deficiency OH2, TUBGCP5-related",Mortality / aging (incl. embryonic lethal),yes,yes,TUBGCP5,tubulin gamma complex associated protein 5,https://www.omia.org/OMIA002515/9913/,https://www.omia.org/gene388268708/,VBO_0000166
19,15098393,15077269,"Haplotype with homozygous deficiency OH4, LIG3-related",Mortality / aging (incl. embryonic lethal),yes,yes,LIG3,"ligase III, DNA, ATP-dependent",https://www.omia.org/OMIA002516/9913/,https://www.omia.org/gene388269546/,VBO_0000166
,,,Haplotypes with homozygous deficiency OH2-OH6,Mortality / aging (incl. embryonic lethal),unknown,yes,,,https://www.omia.org/OMIA002514/9913/,,VBO_0000166
26,32906427,32957884,"Lipid malabsorption, ACSL5-related",Digestive / alimentary phene,yes,yes,ACSL5,acyl-CoA synthetase long-chain family member 5,https://www.omia.org/OMIA002226/9913/,https://www.omia.org/gene388269273/,VBO_0000166
,,,Haplotype with homozygous deficiency SH1,Mortality / aging (incl. embryonic lethal),unknown,yes,,,https://www.omia.org/OMIA002501/9913/,,VBO_0000380
,,,Haplotype with homozygous deficiency SH10,Mortality / aging (incl. embryonic lethal),unknown,yes,,,https://www.omia.org/OMIA002510/9913/,,VBO_0000380
,,,Haplotype with homozygous deficiency SH11,Mortality / aging (incl. embryonic lethal),unknown,yes,,,https://www.omia.org/OMIA002511/9913/,,VBO_0000380
,,,Haplotype with homozygous deficiency SH2,Mortality / aging (incl. embryonic lethal),unknown,yes,,,https://www.omia.org/OMIA002502/9913/,,VBO_0000380
,,,Haplotype with homozygous deficiency SH3,Mortality / aging (incl. embryonic lethal),unknown,yes,,,https://www.omia.org/OMIA002503/9913/,,VBO_0000380
,,,Haplotype with homozygous deficiency SH4,Mortality / aging (incl. embryonic lethal),unknown,yes,,,https://www.omia.org/OMIA002504/9913/,,VBO_0000380
12,47532675,47507571,"Haplotype with homozygous deficiency SH5, DIS3-related",Mortality / aging (incl. embryonic lethal),yes,yes,DIS3,"DIS3 homolog, exosome endoribonuclease and 3'-5' exoribonuclease",https://www.omia.org/OMIA002505/9913/,https://www.omia.org/gene388380941/,VBO_0000380
,,,Haplotype with homozygous deficiency SH6,Mortality / aging (incl. embryonic lethal),unknown,yes,,,https://www.omia.org/OMIA002506/9913/,,VBO_0000380
,,,Haplotype with homozygous deficiency SH7,Mortality / aging (incl. embryonic lethal),unknown,yes,,,https://www.omia.org/OMIA002507/9913/,,VBO_0000380
18,50307979,50290689,"Haplotype with homozygous deficiency SH8, CYP2B6-related",Mortality / aging (incl. embryonic lethal),yes,yes,CYP2B6,cytochrome P450 subfamily 2B,https://www.omia.org/OMIA002508/9913/,https://www.omia.org/gene388265003/,VBO_0000380
21,42056651,42502817,"Haplotype with homozygous deficiency SH9, NUBPL-related",Mortality / aging (incl. embryonic lethal),yes,yes,NUBPL,nucleotide binding protein-like,https://www.omia.org/OMIA002509/9913/,https://www.omia.org/gene388307976/,VBO_0000380
23,47868167,47824109,"Ichthyosis, DSP-related",Integument (skin) phene,yes,yes,DSP,desmoplakin,https://www.omia.org/OMIA002243/9913/,https://www.omia.org/gene388269365/,VBO_0000234
13,78934957,78918165,"Neuromuscular channelopathy, KCNG1-related",Nervous system phene,yes,yes,KCNG1,"potassium channel, voltage gated modifier subfamily G, member 1",https://www.omia.org/OMIA002483/9913/,https://www.omia.org/gene388276078/,
19,52499084,52482893,Glycogen storage disease II,Lysosomal storage disease,yes,yes,GAA,"glucosidase, alpha; acid",https://www.omia.org/OMIA000419/9913/,https://www.omia.org/gene280798/,"VBO_0000159, VBO_0000196, VBO_0000375"
,,,"Alopecia, generic",Integument (skin) phene,unknown,yes,,,https://www.omia.org/OMIA000030/9913/,,
