CHR,POS1,POS2,PHENE,PHENE_CATEGORY,SINGLE_GENE_TRAIT_OR_DISORDER,DISEASE_RELATED,GENE_SYMBOL,GENE_DESCRIPTION,PHENE_URL,GENE_DETAILS_URL,BREEDS
1,77193355,77205055,Retinopathy globe enlarged,Vision / eye phene,yes,yes,GNB3,"guanine nucleotide binding protein (G protein), beta polypeptide 3",https://www.omia.org/OMIA001368/9031/,https://www.omia.org/gene3448833/,
,,,Cerebellar degeneration,Nervous system phene,yes,yes,,,https://www.omia.org/OMIA001221/9031/,,
,,,Coloboma,Vision / eye phene,yes,yes,,,https://www.omia.org/OMIA000219/9031/,,
,,,Hyperlipidaemia,Homeostasis / metabolism phene,unknown,yes,,,https://www.omia.org/OMIA001160/9031/,,
,,,"Keels, crooked",Skeleton phene (incl. short stature & teeth),unknown,yes,,,https://www.omia.org/OMIA001146/9031/,,
,,,"Amelanosis, delayed",Pigmentation phene,no,yes,,,https://www.omia.org/OMIA000034/9031/,,
,,,"Feather colour, white wing",Pigmentation phene,yes,yes,,,https://www.omia.org/OMIA001068/9031/,,
,,,Sleepy eye,Vision / eye phene,yes,yes,,,https://www.omia.org/OMIA000921/9031/,,
,,,Parthenogenesis,Reproductive system phene,unknown,no,,,https://www.omia.org/OMIA000774/9031/,,
,,,Shaker,Nervous system phene,yes,yes,,,https://www.omia.org/OMIA000903/9031/,,
,,,"Upper beak, missing",Craniofacial phene,yes,yes,,,https://www.omia.org/OMIA001657/9031/,,
,,,"Upper beak, short",Craniofacial phene,yes,yes,,,https://www.omia.org/OMIA001656/9031/,,
,,,Wiry feathers,Integument (skin) phene,yes,yes,,,https://www.omia.org/OMIA001658/9031/,,
,,,Feather hypoplasia,Integument (skin) phene,unknown,yes,,,https://www.omia.org/OMIA000378/9031/,,
,,,Ametapodia-1,Skeleton phene (incl. short stature & teeth),yes,yes,,,https://www.omia.org/OMIA000035/9031/,,
,,,Diplopodia-3,Limbs / fins / digit / tail phene,yes,yes,,,https://www.omia.org/OMIA001148/9031/,,
,,,Diplopodia-4,Limbs / fins / digit / tail phene,yes,yes,,,https://www.omia.org/OMIA001254/9031/,,
,,,Ear tuftedness,Hearing / vestibular / ear phene,yes,yes,,,https://www.omia.org/OMIA000316/9031/,,VBO_0000445
,,,"Feather colour, snow white down",Pigmentation phene,yes,no,,,https://www.omia.org/OMIA000376/9031/,,
,,,Shankless,Limbs / fins / digit / tail phene,yes,yes,,,https://www.omia.org/OMIA001635/9031/,,
,,,Syndactyly,Skeleton phene (incl. short stature & teeth),unknown,yes,,,https://www.omia.org/OMIA000963/9031/,,
,,,Blood group system B,Haematopoietic system phene,yes,no,,,https://www.omia.org/OMIA000120/9031/,,
,,,Blood group system C,Haematopoietic system phene,yes,no,,,https://www.omia.org/OMIA000121/9031/,,
,,,Blood group system P,Haematopoietic system phene,yes,no,,,https://www.omia.org/OMIA001628/9031/,,
,,,Pop-eye,Vision / eye phene,yes,yes,,,https://www.omia.org/OMIA001253/9031/,,
,,,Crazy,Behaviour / neurological phene,unknown,yes,,,https://www.omia.org/OMIA000238/9031/,,
,,,"Beak, Donald Duck",Craniofacial phene,yes,yes,,,https://www.omia.org/OMIA000103/9031/,,
,,,Pirouette,Behaviour / neurological phene,unknown,yes,,,https://www.omia.org/OMIA000800/9031/,,
,,,Faded shaker,Nervous system phene,yes,yes,,,https://www.omia.org/OMIA000365/9031/,,
,,,Diplopodia-2,Limbs / fins / digit / tail phene,yes,yes,,,https://www.omia.org/OMIA001149/9031/,,
,,,"Dwarfism, crooked neck",Skeleton phene (incl. short stature & teeth),yes,yes,,,https://www.omia.org/OMIA000306/9031/,,
,,,Stumpy wing,Embryo phene,yes,yes,,,https://www.omia.org/OMIA000951/9031/,,
,,,Talpid-2,Limbs / fins / digit / tail phene,yes,yes,,,https://www.omia.org/OMIA000978/9031/,,
,,,Wingless with scoliosis,Limbs / fins / digit / tail phene,unknown,yes,,,https://www.omia.org/OMIA001550/9031/,,
,,,"Wingless, sex-linked",Limbs / fins / digit / tail phene,yes,yes,,,https://www.omia.org/OMIA001548/9031/,,
,,,"Polydactyly, Dorking",Limbs / fins / digit / tail phene,unknown,yes,,,https://www.omia.org/OMIA001536/9031/,,
,,,Achromatosis,Pigmentation phene,yes,yes,,,https://www.omia.org/OMIA000007/9031/,,
,,,"Amyloidosis, AA",Homeostasis / metabolism phene,unknown,yes,,,https://www.omia.org/OMIA000038/9031/,,
,,,"Amyloidosis, generic",Homeostasis / metabolism phene,unknown,yes,,,https://www.omia.org/OMIA000037/9031/,,
,,,Arthropathia deformans,Skeleton phene (incl. short stature & teeth),unknown,yes,,,https://www.omia.org/OMIA000071/9031/,,
,,,"Autoimmune thyroiditis, spontaneous",Endocrine / exocrine gland phene (incl mammary gland),unknown,yes,,,https://www.omia.org/OMIA000097/9031/,,
,,,Blindness,Vision / eye phene,unknown,yes,,,https://www.omia.org/OMIA000114/9031/,,
,,,Blindness enlarged globe,Vision / eye phene,yes,yes,,,https://www.omia.org/OMIA001367/9031/,,
,,,Blood ring,Mortality / aging (incl. embryonic lethal),unknown,yes,,,https://www.omia.org/OMIA000141/9031/,,
,,,Cardiomyopathy,Cardiovascular system phene,unknown,yes,,,https://www.omia.org/OMIA000160/9031/,,
,,,"Cataract, generic",Vision / eye phene,unknown,yes,,,https://www.omia.org/OMIA000168/9031/,,
,,,Cerebellar hypoplasia,Nervous system phene,unknown,yes,,,https://www.omia.org/OMIA000179/9031/,,
,,,Chondrodystrophy,Skeleton phene (incl. short stature & teeth),unknown,yes,,,https://www.omia.org/OMIA000189/9031/,,
,,,Crippled,Limbs / fins / digit / tail phene,unknown,yes,,,https://www.omia.org/OMIA000242/9031/,,
,,,Cyclopia,Vision / eye phene,unknown,yes,,,https://www.omia.org/OMIA000249/9031/,,
,,,Ectodermal dysplasia,Integument (skin) phene,unknown,yes,,,https://www.omia.org/OMIA000323/9031/,,
,,,Endogenous viral element 1,Normal phene,yes,yes,,,https://www.omia.org/OMIA001209/9031/,,
,,,Exencephaly,Nervous system phene,unknown,yes,,,https://www.omia.org/OMIA000352/9031/,,
,,,"Feather colour, eumelanin dilution blue",Pigmentation phene,yes,yes,,,https://www.omia.org/OMIA001151/9031/,,
,,,"Feather colour, eumelanin restrictor",Pigmentation phene,yes,yes,,,https://www.omia.org/OMIA001153/9031/,,
,,,"Feather colour, lethal",Pigmentation phene,unknown,yes,,,https://www.omia.org/OMIA000379/9031/,,
,,,Feather curling,Integument (skin) phene,yes,yes,,,https://www.omia.org/OMIA000377/9031/,,
,,,"Feathering, woolly",Integument (skin) phene,unknown,yes,,,https://www.omia.org/OMIA001074/9031/,,
,,,"Goitre, familial",Endocrine / exocrine gland phene (incl mammary gland),unknown,yes,,,https://www.omia.org/OMIA000424/9031/,,
,,,"Hypothyroidism, congenital",Endocrine / exocrine gland phene (incl mammary gland),unknown,yes,,,https://www.omia.org/OMIA000536/9031/,,
,,,Immunoglobulin 7S deficiency,Immune system phene,unknown,yes,,,https://www.omia.org/OMIA000551/9031/,,
,,,Immunoglobulin G deficiency,Immune system phene,unknown,yes,,,https://www.omia.org/OMIA000554/9031/,,
,,,Ladykiller,Mortality / aging (incl. embryonic lethal),yes,yes,,,https://www.omia.org/OMIA001211/9031/,,
,,,Micromelia,Limbs / fins / digit / tail phene,yes,yes,,,https://www.omia.org/OMIA000648/9031/,,
,,,Microphthalmia,Vision / eye phene,unknown,yes,,,https://www.omia.org/OMIA000649/9031/,,
,,,Monophthalmia,Vision / eye phene,unknown,yes,,,https://www.omia.org/OMIA000658/9031/,,
,,,Multiple spurs,Limbs / fins / digit / tail phene,unknown,yes,,,https://www.omia.org/OMIA000671/9031/,,
,,,"Nostrils, high cavernous",Respiratory system phene,unknown,yes,,,https://www.omia.org/OMIA000730/9031/,,
,,,Osteochondrosis,Skeleton phene (incl. short stature & teeth),unknown,yes,,,https://www.omia.org/OMIA000750/9031/,,
,,,Pale soft exudative meat,Muscle phene,unknown,yes,,,https://www.omia.org/OMIA001128/9031/,,
,,,Polydipsia,Behaviour / neurological phene,unknown,yes,,,https://www.omia.org/OMIA000812/9031/,,
,,,Polyuria,Renal / urinary system phene,unknown,yes,,,https://www.omia.org/OMIA001177/9031/,,
,,,Porcupine,Integument (skin) phene,unknown,yes,,,https://www.omia.org/OMIA000814/9031/,,
,,,Protoporphyria,Integument (skin) phene,yes,yes,,,https://www.omia.org/OMIA000836/9031/,,
,,,Ragged wing,Integument (skin) phene,unknown,yes,,,https://www.omia.org/OMIA000849/9031/,,
,,,Renal abnormality,Renal / urinary system phene,unknown,yes,,,https://www.omia.org/OMIA000574/9031/,,
,,,Scoliosis,Skeleton phene (incl. short stature & teeth),unknown,yes,,,https://www.omia.org/OMIA000891/9031/,,
,,,Short-down/blistered-foot lethal,Integument (skin) phene,unknown,yes,,,https://www.omia.org/OMIA001115/9031/,,
,,,Sperm degeneration,Reproductive system phene,yes,yes,,,https://www.omia.org/OMIA000931/9031/,,
,,,Splitfoot,Limbs / fins / digit / tail phene,unknown,yes,,,https://www.omia.org/OMIA000943/9031/,,
,,,Tardy feathering,Integument (skin) phene,unknown,yes,,,https://www.omia.org/OMIA000981/9031/,,
,,,Tipsy,Behaviour / neurological phene,unknown,yes,,,https://www.omia.org/OMIA001010/9031/,,
,,,"Toes, crooked",Limbs / fins / digit / tail phene,unknown,yes,,,https://www.omia.org/OMIA001145/9031/,,
,,,Tremor,Nervous system phene,unknown,yes,,,https://www.omia.org/OMIA001016/9031/,,
,,,Triploidy,Chromosomal disorder,unknown,yes,,,https://www.omia.org/OMIA001180/9031/,,
,,,Visual impairment,Vision / eye phene,yes,yes,,,https://www.omia.org/OMIA001352/9031/,,
